Oppo_OpportunityId,Oppo_PrimaryCompanyId,Oppo_PrimaryPersonId,Oppo_AssignedUserId,Oppo_ChannelId,Oppo_Description,Oppo_Type,Oppo_Product,Oppo_Source,Oppo_Note,Oppo_CustomerRef,Oppo_Opened,Oppo_Closed,Oppo_Status,Oppo_Stage,Oppo_Forecast,Oppo_Certainty,Oppo_Priority,Oppo_TargetClose,Oppo_CreatedBy,Oppo_CreatedDate,Oppo_UpdatedBy,Oppo_UpdatedDate,Oppo_TimeStamp,Oppo_Deleted,Oppo_Total,Oppo_NotifyTime,Oppo_SMSSent,Oppo_WaveItemId,Oppo_SecTerr,Oppo_WorkflowId,Oppo_LeadID,Oppo_Forecast_CID,Oppo_Total_CID,oppo_scenario,oppo_decisiontimeframe,oppo_Currency,oppo_TotalOrders_CID,oppo_TotalOrders,oppo_totalQuotes_CID,oppo_totalQuotes,oppo_NoDiscAmtSum,oppo_NoDiscAmtSum_CID,Oppo_PrimaryAccountId,oppo_SCRMcompetitor,oppo_SCRMwinner,oppo_SCRMreasonforloss,Oppo_SCRMIsCrossSell,Oppo_SCRMOriginalOppoId,oppo_TalendExterKey,oppo_obfuscated,oppo_note_qualif,oppo_Date_Q_Qualif,oppo_cout,oppo_cout_CID
6204,18592,20996,27,1,Design PCB+ASIC implant,NULL,NULL,NULL,ASIC + PCB design,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,28,59:51.0,27,57:24.0,57:24.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6205,18622,22042,27,1,ASIC analog,NULL,NULL,NULL,"Schema en COTS reçu.
A analyser.",NULL,00:00.0,NULL,Lost,Evaluation technique,500000,1,NULL,00:00.0,28,12:15.0,27,31:43.0,31:43.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6207,9061,13814,31,NULL,Equipe dédiée,Desogn_Service,NULL,NULL,"Equipe de 1 architecte + 3 analog + 1 layout
avec possibilité de comlpéments selon les travaux
Mise en place sur Q4'21 avec équipe complète visée pour fin 2021
et engagement de 2 ans de Crocus",NULL,00:00.0,00:00.0,Won,Negotiating,1200000,100,NULL,00:00.0,31,47:03.0,27,00:00.0,00:00.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6208,18634,23070,31,NULL,ASIC pour robot de chirurgie,NULL,NULL,NULL,"Premiers échanges autour de leurs positionnement sur la pose de stents par robot (avec l'implication de Truffle capital).
Visite prévue chez IC'Alps fin Q3 début Q4",NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,20:31.0,27,45:15.0,45:15.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6209,18635,23073,27,NULL,ASIC mesure,NULL,NULL,NULL,Venue le 31/08 avec François Vieillard,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,22:54.0,27,56:21.0,56:21.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6210,18621,22041,27,NULL,CALX : préétude,Preetude,NULL,NULL,ASIC avec ARM et analogique,NULL,00:00.0,00:00.0,Won,Negotiating,40000,100,NULL,00:00.0,27,24:04.0,27,08:40.0,08:40.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6211,17472,19773,27,NULL,ASIC companion chip NFC,FTK,NULL,NULL,ASIC pour digitalisation de points de ventes,NULL,00:00.0,NULL,Abandonne,Identification,0,10,NULL,00:00.0,27,25:51.0,27,04:26.0,04:26.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6212,2191,19943,27,NULL,SHEDDI : préétude,Preetude,NULL,NULL,ASIC pour smart disjoncteur,NULL,00:00.0,00:00.0,Won,Negotiating,60000,100,NULL,00:00.0,27,27:24.0,27,09:40.0,09:40.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6213,7962,9529,27,NULL,P&R,NULL,NULL,NULL,projet externalisation migration 130 vers 65 nm,NULL,00:00.0,NULL,Abandonne,Identification,0,2,NULL,00:00.0,27,32:38.0,27,32:37.0,32:37.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6214,7965,9539,27,NULL,LESATH-Layout,Desogn_Service,NULL,NULL,"Layout des blocs analogiques
avec implication de 1 à 2 experts layout de début novembre 2021 à août 2022",NULL,00:00.0,00:00.0,Won,Negotiating,261150,100,NULL,00:00.0,27,44:22.0,27,09:47.0,09:47.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6215,4291,4604,27,NULL,SEM01-7,Desogn_Service,NULL,NULL,Prolongation Thomas,NULL,00:00.0,00:00.0,Won,Negotiating,38500,100,NULL,00:00.0,27,27:56.0,27,10:10.0,10:10.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6216,4299,4629,27,NULL,DENEB,Desogn_Service,NULL,NULL,Besoin de 2-3 personnes sur 2022,NULL,00:00.0,00:00.0,Won,Negotiating,350000,100,NULL,00:00.0,27,38:09.0,27,10:01.0,10:01.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6217,18638,23081,27,NULL,PHAET Layout,Desogn_Service,NULL,NULL,"Layout XFab 0.18 µm
Schematics deja réalisé par le client sous Tanner (Siemens)
CR d'appel du 07/09 à venir",NULL,00:00.0,00:00.0,Won,Negotiating,65000,100,NULL,00:00.0,32,11:50.0,27,09:54.0,09:54.0,NULL,0,30:35.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6218,4247,19104,27,NULL,Grenat - Avenant 9,FTK,NULL,NULL,Compléments pour travaux jusqu'à fin 09/2021,NULL,00:00.0,00:00.0,Won,Negotiating,68000,100,NULL,00:00.0,31,17:31.0,27,51:35.0,51:35.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6219,1076,20984,27,NULL,ACAMAR : Offre Lot Engineering / 6 wafers,NULL,NULL,NULL,Besoin 1 lot engineering 6 wafers,NULL,00:00.0,NULL,Abandonne,Negotiating,34800,30,NULL,00:00.0,33,29:12.0,27,03:59.0,03:59.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6221,18644,23091,27,NULL,ASIC pour tracker de soleil,NULL,NULL,NULL,"Monitoring analogique + coeur processeur dans un ASIC avec contraintes de conso ...
Leur solution actuelle sur carte leur coute environ $20 à $25 de composants

Suite à session ce 23/09, une première offre budgétaire à faire pour mi octobre ...
Et visé une première commande avec étude de faisabilité !",NULL,00:00.0,NULL,Abandonne,Qualified,3000000,1,NULL,00:00.0,31,45:01.0,27,27:33.0,27:33.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6222,3176,3277,31,NULL,CHARA Avenant 2,FTK,NULL,NULL,splitter WP4,NULL,00:00.0,00:00.0,Won,Negotiating,1100000,100,NULL,00:00.0,33,39:47.0,27,12:51.0,12:51.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6223,18639,23084,31,NULL,ERRAI Design & Supply,NULL,NULL,NULL,"Design Asic et Supply

Abandon le 1/08 car 0 retour aux différentes et nombreuses relances (LinkedIn, mail, voice mail, ...)",NULL,00:00.0,00:00.0,Abandonne,Construction offre,6000000,0,NULL,00:00.0,33,49:10.0,31,47:51.0,47:51.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6224,9103,10859,27,NULL,Assemblage puces théta 22,NULL,NULL,NULL,Assemblage des puces,NULL,00:00.0,NULL,Lost,Construction offre,23050,1,NULL,00:00.0,27,58:19.0,27,54:57.0,54:57.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6225,9103,10859,27,NULL,Projet eFPGA,NULL,NULL,NULL,Test chip avec efpga de menta,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,55:52.0,27,25:57.0,25:57.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6226,4345,4750,27,NULL,FOSTeR,NULL,NULL,NULL,Projet rapid,NULL,00:00.0,NULL,Abandonne,Construction offre,400000,80,NULL,00:00.0,27,57:31.0,27,17:09.0,17:09.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6227,18600,22006,31,NULL,REDA,NULL,NULL,NULL,"Circuit pour infra 5G avec interfaces 10G en techno 28nm
(projet 100G en techno 16nm à priori reporté à ce stade pour cause des investissements et ROI d'un marché peut être trop émergeant).

Objectif initial : être notifié du WP1 pour avancer plus avant dans le projet et aller au delà des estimations budgétaires

A noter que client via KAL notre agent en Israel

Décision de RAD de ne pas aller au bout car pas le budget en lien avec leurs ambitions ...",NULL,00:00.0,NULL,Abandonne,Construction offre,6400000,0,NULL,00:00.0,31,08:35.0,31,52:18.0,52:18.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,",NonKnown,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6228,2191,19943,27,NULL,SHEDDI : Design,NULL,NULL,NULL,Design ASIC analogique,NULL,00:00.0,NULL,Abandonne,Negotiating,1500000,1,NULL,00:00.0,27,23:11.0,27,27:21.0,27:21.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6229,4247,19104,27,NULL,Grenat - Avenant 11,FTK,NULL,NULL,MW octobre + indus...,NULL,00:00.0,00:00.0,Won,Negotiating,160750,100,NULL,00:00.0,27,24:44.0,27,51:02.0,51:02.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6230,4719,23110,34,NULL,ASIC Design Services,NULL,NULL,NULL,Service,NULL,00:00.0,NULL,Abandonne,Identification,0,10,NULL,00:00.0,27,35:18.0,34,28:49.0,28:49.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6231,17566,19963,27,NULL,VEZAD - FPGA,NULL,NULL,NULL,FPGA de démonstration,NULL,00:00.0,NULL,Lost,Negotiating,91000,1,NULL,00:00.0,27,36:37.0,27,14:42.0,14:42.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6232,18661,23114,27,NULL,Pré-étude ASIC,NULL,NULL,NULL,dispositif tout-en-un de suivi d’état physique et cérébral,NULL,00:00.0,NULL,Abandonne,Identification,10000,5,NULL,00:00.0,33,41:14.0,27,24:14.0,24:14.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6233,4247,19104,27,NULL,Grenat - Avenant 10,FTK,NULL,NULL,6 wafers supp,NULL,00:00.0,00:00.0,Won,Negotiating,35500,100,NULL,00:00.0,27,25:03.0,27,51:43.0,51:43.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6234,5745,6988,27,NULL,EDASICH - Préétude,Preetude,NULL,NULL,Essais Performances,NULL,00:00.0,00:00.0,Won,Negotiating,30000,100,NULL,00:00.0,27,51:10.0,27,50:27.0,50:27.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6235,18686,23167,27,NULL,WESAT,Desogn_Service,NULL,NULL,P&R en Skywater,NULL,00:00.0,00:00.0,Won,Negotiating,60000,100,NULL,00:00.0,27,38:20.0,27,09:03.0,09:03.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6236,4718,4915,27,NULL,Virgo,NULL,NULL,NULL,"en technologie ST 28FDSOI ...
cf email de CR

Sur recommandation de Synopsys
Et flot exclusivement Synopsys à considérer ...",NULL,00:00.0,NULL,Lost,Negotiating,1300000,50,NULL,00:00.0,31,24:19.0,27,13:57.0,13:57.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6237,3176,3277,31,NULL,CAIRPMU2 : WP2+WP3,NULL,NULL,NULL,"WP2+WP3 - 1 273 000 €

avec stratégie MLM + WLCSP
offre partagée au client le 22/04

Et ODG donné pour Industrialisation et PU en production

Retex interne le 10/03",NULL,00:00.0,00:00.0,Lost,Negotiating,875000,0,NULL,00:00.0,33,39:24.0,31,43:45.0,43:45.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6238,18686,23167,27,NULL,WESAT : I/O characterization,Desogn_Service,NULL,NULL,Characterization of one I/O,NULL,00:00.0,00:00.0,Won,Negotiating,5000,100,NULL,00:00.0,27,10:28.0,27,09:11.0,09:11.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6239,9103,10859,27,NULL,THETA/TALITA GF12,NULL,NULL,NULL,GF 12,NULL,00:00.0,NULL,Abandonne,Evaluation technique,290000,10,NULL,00:00.0,27,53:52.0,27,53:37.0,53:37.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6240,1072,19803,27,NULL,Beemin-Avenant1,Desogn_Service,NULL,NULL,Ajout de blocs et complexité,NULL,00:00.0,00:00.0,Won,Negotiating,64000,100,NULL,00:00.0,27,05:09.0,27,09:19.0,09:19.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6241,14106,22022,27,NULL,ASIC lunettes connectées,Preetude,NULL,NULL,Asic pour pilotage lentille fluidique,NULL,00:00.0,NULL,In Progress,Identification,40000,1,NULL,00:00.0,27,11:33.0,27,03:33.0,03:33.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6242,4345,4750,27,NULL,FPGA 22FDX,NULL,NULL,NULL,FPGA en 22FDX,NULL,00:00.0,NULL,Abandonne,Construction offre,5000000,1,NULL,00:00.0,27,15:14.0,27,03:17.0,03:17.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6243,3176,3277,31,NULL,CHARA version 2,NULL,NULL,NULL,"Estimation / pré budget à proposer pour une version 2 pour adresser les spécifications en consommation ...

A voir une fois Chara v1b finalisé",NULL,00:00.0,00:00.0,Abandonne,Identification,500000,1,NULL,00:00.0,31,41:13.0,31,42:53.0,42:53.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6244,10423,23204,31,NULL,TRNG pour FPGA,NULL,NULL,NULL,"pour un client dans la Défense
Avec processus de sélection et test en labo sur début 2022",NULL,00:00.0,NULL,Abandonne,Evaluation technique,30000,10,NULL,00:00.0,31,45:48.0,31,32:03.0,32:03.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6245,4246,23168,27,NULL,ASIC pour ILR faible conso,NULL,NULL,NULL,"Leur solution COTS est trop consommante même si OK sur les performances techniques ...
Donc réflexion initiée pour IP ou ASIC ULP

Réunion chez IC'Alps pour début 02/2022",NULL,00:00.0,NULL,Abandonne,Identification,0,10,NULL,00:00.0,31,07:04.0,27,26:34.0,26:34.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6246,17525,19881,31,NULL,NUNKI-Nano,Desogn_Service,NULL,NULL,"Version commerciale de Nunki

Aucune retour depuis de longs mois",NULL,00:00.0,00:00.0,Abandonne,Evaluation technique,0,0,NULL,00:00.0,27,24:30.0,31,03:42.0,03:42.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6247,4247,19104,27,NULL,Grenat - Avenant 8,FTK,NULL,NULL,MW juillet aout,NULL,00:00.0,00:00.0,Won,Negotiating,94500,100,NULL,00:00.0,27,32:29.0,27,51:15.0,51:15.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6248,3176,3277,31,NULL,CAIRPMU2 - complément faisabilité WP1b,Preetude,NULL,NULL,"Avec priorité à la performance et non plus au planning.
offre envoyée ce 4/01, puis évolutions ...",NULL,00:00.0,00:00.0,Won,Negotiating,60000,100,NULL,00:00.0,31,19:38.0,27,13:01.0,13:01.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6249,17566,19963,27,NULL,VEZAD - Model emulation,Desogn_Service,NULL,NULL,Modèle de simulation pour émuler vezad,NULL,00:00.0,00:00.0,Won,Negotiating,28000,100,NULL,00:00.0,27,40:37.0,27,09:26.0,09:26.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6250,18706,23210,31,NULL,OKDA - ASIC Pulser + Switch,Preetude,NULL,NULL,"Pour leur patch ultrason avec matrice CMUT de Philips

Projet en sommeil jusqu'à leur levée de fonds ...
Des essais cliniques attendus avec leur levée Seed et ce pour H2'23",NULL,00:00.0,00:00.0,Abandonne,Construction offre,20000,0,NULL,00:00.0,31,41:08.0,31,59:02.0,59:02.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,",NonKnown,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6251,4247,19104,27,NULL,Grenat - Avenant 12,FTK,NULL,NULL,Model IBIS boîtier,NULL,00:00.0,00:00.0,Won,Negotiating,3500,100,NULL,00:00.0,27,44:21.0,27,51:49.0,51:49.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6253,4247,19104,27,NULL,Grenat - Avenant 12 (fin IBIS),FTK,NULL,NULL,Modelisation IBIS IO et assemblage IBIS boîtier,NULL,00:00.0,00:00.0,Won,Negotiating,23500,100,NULL,00:00.0,27,49:53.0,27,51:56.0,51:56.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6254,4247,19104,27,NULL,Grenat - Dicing wafer,FTK,NULL,NULL,Dicing et Grinding d'un wafer,NULL,00:00.0,00:00.0,Won,Negotiating,3750,100,NULL,00:00.0,27,51:37.0,27,52:03.0,52:03.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6255,1076,20984,27,NULL,ACAMAR - Conservation des masques,Desogn_Service,NULL,NULL,Conservation des masques 24 mois,NULL,00:00.0,00:00.0,Won,Negotiating,10000,100,NULL,00:00.0,27,24:13.0,27,10:51.0,10:51.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6256,7965,23221,27,NULL,LESATH OTT layout,NULL,NULL,NULL,Prestation layout,NULL,00:00.0,NULL,Abandonne,Negotiating,85000,50,NULL,00:00.0,27,29:14.0,27,02:40.0,02:40.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6257,4247,19104,27,NULL,GRENAT - Avenant 13,FTK,NULL,NULL,Early preseries et adder mise au point prgm test,NULL,00:00.0,00:00.0,Won,Negotiating,48500,100,NULL,00:00.0,27,31:30.0,27,50:48.0,50:48.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6258,18686,23167,27,NULL,Wesat : WP3,Desogn_Service,NULL,NULL,Compensation temps passé,NULL,00:00.0,00:00.0,Won,Negotiating,20000,100,NULL,00:00.0,27,32:29.0,27,10:58.0,10:58.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6259,17471,19772,27,NULL,P&R pour Axellera-AI,NULL,NULL,NULL,Gros projet en 12nm pour Axcellera-AI...,NULL,00:00.0,NULL,Abandonne,Construction offre,1500000,5,NULL,00:00.0,27,34:46.0,27,56:42.0,56:42.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6260,18611,22026,27,NULL,CLAVA,NULL,NULL,NULL,ASIC détecteur proximité,NULL,00:00.0,NULL,Lost,Construction offre,1800000,10,NULL,00:00.0,27,36:08.0,27,31:56.0,31:56.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6261,1076,20984,27,NULL,ALYA-Spécification,Desogn_Service,NULL,NULL,Nouvelle architecture,NULL,00:00.0,00:00.0,Won,Negotiating,50000,100,NULL,00:00.0,27,42:14.0,27,11:25.0,11:25.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
