icalps_deal_id,dealname,icalps_dealforecast,icalps_dealcertainty,icalps_dealtype,icalps_dealsource,icalps_dealnotes,icalps_dealcategory,icalps_deal_created_date,closedate,hubspot_owner_id,icalps_originalstage,icalps_original_status,icalps_transformation_notes,pipeline,dealstage,amount,weighted_amount,company_association_id,contact_association_id,hubspot_company_id,hubspot_contact_id,import_batch,import_status,validation_status
6080,ASIC development RFP,950000.0,0,,,"See RFP / RFQ document

--
Your proposal was comprehensive and gave us all the information we requested, many thanks.
As you are aware, there are significant challenges to be overcome in the design, in particular achieving the required current skimming resolution. We found a couple of companies who have previously done this and hence they scored high in our selection criteria. 
At present we have therefore not shortlisted ICAlps. We have not however made our final decision and may want to come back for further discussions. Sorry it’s not better news.
",Opportunity,,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,950000.0,0.0,17186,19117.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6081,RFI pour ASIC control Radio,2300000.0,50,,,RFI à venir de Thales pour dev RTL => GDSII + gestion de la SCM,Opportunity,2025-09-18 19:38:00,2025-09-18,31,Evaluation technique,Abandonne,Default mapping applied,Icalps_hardware,1116419644,2300000.0,1150000.0,11664,14079.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6082,ACQ2G: nouveau perimètre,66000.0,100,Preetude,,"Nouveau périmètre.
75 k€ reportés de la précédente offre + 66 k€ d'extension de budget",Study,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,66000.0,66000.0,3179,3284.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6083,GRENAT,2038000.0,100,FTK,,Implémentation physique et SC,Opportunity,2025-09-18 04:37:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,2038000.0,2038000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6084,ASIC HV developement and supply,0.0,0,,,"- of the 500+ outputs, 90% is high voltage outputs and 10% is I/O. From the 10% only 20% is digital. 
- Analog output currents  are 8mA per output
- The signal accuracy could be estimated at around 5% current source source accuracy, 200mV max tolerance on high voltage output.
- The HV voltage IO must leave on one side of the asic only. The bumps can be staggered in more rows. The Voltage Common Collector  supply voltage is 50V
- Size of the two ASICs is larger than the usable reticle space",Opportunity,,2025-09-18,27,Identification,Lost,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,17208,19159.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6085,GENESIS: ASIC (Moduleus),0.0,0,FTK,,"Developpement potentiel de 2 ASIC pour une nouvelle application

Specification à confirmer.
----
Projet Abandonné : il sera réalisé en COTS.",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,3179,3284.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6086,RFI for 1 to 2 FPGA design,0.0,1,Desogn_Service,,"RFI à recevoir
---
Thierry a reprit le compte.",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,1074,19175.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6088,ACAMAR FPGA (fonction sup),7500.0,90,Desogn_Service,,Fonction supplémentaire du FPGA,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,7500.0,6750.0,1076,1119.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6089,ASIC empreinte,0.0,10,FTK,,ASIC pour aller avec leur capteur,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,1115,1137.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6090,Pré-étude PULSE v2,0.0,1,Preetude,,"Pré-étude pour une deuxième version de PULSE.
Objectif : Réduction de taille, réduction de consommation

Sera à faire sur Mars, Avril, Mai 2020 => décalée car changement de priorité

=>Pas d'actualité à fin 2020. probablement remis à 2022 ou plus tard.",Study,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_service,1116269223,0.0,0.0,3179,3284.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6091,Reprise PULSE,155000.0,100,FTK,,"Reprise du circuit PULSE v1.1 suite préétude.
Option Mfix et Reprise",Opportunity,2025-09-18 01:06:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,155000.0,155000.0,3179,3284.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6092,Reprise ACQ,199000.0,100,FTK,,proposition Mfix et Reprise de ACQ.,Opportunity,2025-09-18 02:08:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,199000.0,199000.0,3179,3284.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6093,Gemma,57000.0,100,Desogn_Service,,Consulting,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,57000.0,57000.0,10391,19199.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6094,TANIA,220000.0,1,,,FPGA. Perdu. On n'a pas le statut de PME,Opportunity,,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,220000.0,2200.0,1074,19106.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6095,ASIC NEKKAR,985000.0,1,FTK,,"Développement ASIC Analogique suite étude de faisabilité
---
Le cout d'un ASIC n'est pas justifié car les volume sont trop faible et le ROI ne serait pas assuré.
Pas de contrainte technique dure suffisante pour justifier le cout de développement.

Serait envisageable pour la 2ème génération du DM visant la pédiatrie et où les contraintes de taille du DM seraient importantes.",Opportunity,2025-09-18 08:30:00,2025-09-18,27,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,985000.0,9850.0,4196,4303.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6097,PYX01: Consulting Services,23500.0,100,Desogn_Service,,"Régie layout Backend

35 jours de presta à 580 €",Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,23500.0,23500.0,9016,10684.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6098,URKAB,15000.0,50,,,Reprise layout digital,Opportunity,,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,15000.0,7500.0,9027,10712.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6099,ASICALPS,120000.0,50,FTK,,Sous traitance dans le cadre du projet IPCEI pour le design et l'implémentation d'un ASIC MCU ultra low power en ST 28 FDSOI.,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,120000.0,60000.0,3176,3278.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6100,ASIC pour jouet Lynxsemi,530000.0,5,,,"ASIC de pilotage batterie + MCU + ecran pour application de jouet électronique.
Objectif de ultra low cost.
---
PERDUE : 2 fois plus cher qu'offre alternative.",Opportunity,,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,530000.0,26500.0,17230,19197.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6101,EPSILON Préétude,40000.0,1,Preetude,,"Etude de faisabilité pour implant orthopedique pour surveillance de la cicatrisation des os.
--
ASIC pas considéré pour l'instant = Abandonnée",Study,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_service,1116269223,40000.0,400.0,17253,19242.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6103,EM02,52000.0,30,Desogn_Service,,Besoin de 2 logic et un layout pour 2 mois,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,52000.0,15600.0,7980,9578.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6104,SUBRA - Préétude ADC,67000.0,80,Preetude,,Préétude ADC high resolution,Study,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_service,1116419644,67000.0,53600.0,1071,1041.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6105,SUBRA - préétude SoC,40000.0,50,Preetude,,Préétude SoC,Study,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_service,1116419644,40000.0,20000.0,1071,1041.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6107,TOLIMAN - Préétude,40000.0,20,Preetude,,Préétude projet ASIC,Study,,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_service,1116419644,40000.0,8000.0,6899,8408.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6108,TOLIMAN - Design,2200000.0,10,FTK,,Design ASIC,Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,2200000.0,220000.0,6899,8408.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6109,STAR01,286650.0,90,Desogn_Service,,Testchip en 28FDSOI,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,286650.0,257985.0,4287,19251.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6110,I2C slave custom,60000.0,50,,,I2C slave custom,Opportunity,2025-09-18 23:11:00,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,60000.0,30000.0,12057,14922.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6111,Program ORCA,0.0,0,,,"Au 20/05/2021: mail de Wayne indiquant redéfinition du périmètre projet en cours avec peu de visibilité sur une date de démarrage => re-passage en 01-identification...

Développement de bloc IP analog et digital
- ADC 16bit
- DAC 8 bit (en courant)
- DAC 7 bit (en courant)
- interface SPI/I2C/JTAG/SENT/OPT ctrl",Opportunity,,2025-09-18,31,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,12067,14941.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6112,Partition Digital STINGRAY,0.0,1,Desogn_Service,,"projet de partition digital pour un circuit de détection de courant.
Client final Tesla et intermédiaire Murata.

Plus de projet coté client",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,12067,14941.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6113,PYX02: régie dev digital,55000.0,1,Desogn_Service,,2 à 3 personnes sur 2 mois en développement digital,Opportunity,2025-09-18 01:24:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,55000.0,550.0,9016,10684.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6114,Salle CC,45000.0,100,Desogn_Service,,mise  en place salle CC,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,45000.0,45000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6116,LEM01,1500.0,100,Desogn_Service,,Audit vérification,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,1500.0,1500.0,17279,19302.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6117,ASIC MEMS,0.0,1,FTK,,Pas de levée de fond !,Opportunity,,2025-09-18,39,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,10412,12401.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6118,TEGMEN,160000.0,50,Desogn_Service,,DAC 12 bits,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,160000.0,80000.0,1074,19291.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6119,SUALOCIN,32000.0,1,Preetude,,Préétude,Study,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_service,1116269223,32000.0,320.0,15157,18080.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6120,VEGA-IP,285000.0,100,Desogn_Service,,Reprise IP vitec,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,285000.0,285000.0,1119,1149.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6121,ALE01,2000.0,100,Desogn_Service,,presta Layout,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,2000.0,2000.0,1076,19315.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6122,RFQ pour ASCI OCTOPUS4,2464000.0,0,,,"RFQ pour ASIC Octopus4 - Radio
=> PERDU
--
Dear Mr Girin,

Sorry for my late feedback. 
First, I would like to thank you for the quality of your offer and for the time spend on it. 

Following Internal review with Project team please find here under conclusion of our meeting on your offer. 

•	Quality wise, the Compliance matrix had no critical point. 
Therefore, rating is Green 

•	Purchasing wise : you are average. 
Offer still seems clear for our R&D and commercially it is comparable with others offers.
Therefore, Rating is, purchasing wise, Orange. 

•	Financial and company size:  only 20-49 employees : Difficult to face any project timing change due to resources constrains in case of problem. 
Therefore, rating is Orange

•	R&D wise : Offer is feting to our need, and we thank you for the support and guidance provided during this RFQ  
Nevertheless, fact that you are using exclusively one tool provider is seen from our side as additional risk and we noted that you propose to use  tools  aligned  with our
  usage but it is still a risk that we don’t have with the other design houses. 
Therefore, rating is Yellow/Green

•	Industrialization : 
Good Level for industrialization but we  don’t  feel the same  proactivity in  the  proposal.

Due to time constrains we need to select 2 Design houses to continue our RFQ.
Due to the overall rating we didn’t selected IC Alps for the next step. 

Based on the other criteria assessed, we would like to highlight the fact that we consider ICAlps as a legitimate candidate for further investigation and RFQ and will surely quote again for other projects. 

I’ll be out of office for the next two weeks but If you have any questions, please feel free to ask or to call me when I come back on 5th of October . 

Best regards,                                                                                     

Pierre Endres
Purchasing Commodity Leader
",Opportunity,2025-09-18 03:28:00,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,2464000.0,0.0,7988,17042.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6123,Soustraitance Projet Europeen,1000000.0,1,Desogn_Service,,Développement nouvelle architecture et livraison des pièces,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1000000.0,10000.0,1076,19308.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6124,ASIC en obsolecence,660000.0,0,FTK,,"Remplacement d'un composant obsolète

Pour du militaire ou spatial => cycle décision long
Client abandonne l'idée d'un ASIC... 
Essaye de voir si d'autre fonction peuvent être intégrée.",Opportunity,,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,660000.0,0.0,17265,19269.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6125,nouvelle étude,0.0,1,Preetude,,Pas d'étude,Study,2025-09-18 08:30:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_service,1116269223,0.0,0.0,3175,4728.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6127,SEM01,36000.0,100,Desogn_Service,,Prestation Thomas,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,36000.0,36000.0,4293,4608.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6128,Opportunité de Design analog,0.0,1,Desogn_Service,,Visibilité faible sur date de démarrage et besoin réel.,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,11945,18078.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6129,Grenat - Avenant 1,26000.0,100,FTK,,Développement des boitiers,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,26000.0,26000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6130,FPGA to ASIC,0.0,1,FTK,,looking for an ASIC design and manufacturing. have a prototype based on an FPGA. plan to start production by end of 2021.,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,17476,19777.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6131,P&R IP TESIC TSMC 16 nm & GF22,88000.0,100,Desogn_Service,,Implémentation d'un IP en TSMC 16nm,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,88000.0,88000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6132,ASIC pour Abbott,3440000.0,100,FTK,,"ASIC ultrason PZT

Démarrage possible sur 2020 mais décision du client final à prévoir plutot début 2021.",Opportunity,2025-09-18 07:21:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,3440000.0,3440000.0,3187,19954.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6133,ALE01-1,1000.0,100,Desogn_Service,,Ajout 2 jours suite modif spec,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,1000.0,1000.0,1076,19315.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6134,Grenat - Avenant 2,49500.0,100,FTK,,FLL,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,49500.0,49500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6135,SEM01-1,36000.0,100,Desogn_Service,,Suite mission Thomas,Opportunity,2025-09-18 02:48:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,36000.0,36000.0,4291,4604.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6136,Grenat - Avenant 3,736500.0,100,FTK,,Surcout industrialisation,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,736500.0,736500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6137,ASIC - pre-amplifier SDD detector,300000.0,0,,,"ASIC detetector
0.75 x 0.75 mm²
Analog only
---
-	Not yet approved on Moxtek side. Need confidence in technical feasibility and cost estimation to get it approved by management.
-	Reason to not use the current chip of XGlab is 100% cost - a way too expensive https://www.xglab.it/products/cube/ 
-	Aims at doing a clone of the XGlab chip
-	Forecasted volume is 8-10k unit/year - long life product (for info the chip size is 0.56 mm² => 40 ku per wafer in 0.18um…)
-	No ITAR constraint
-	Our estimated cost (300 k€ up to MPW proto) and schedule (9-10 months for 1st proto) is in the Moxtek’s expected range
-	Expected decision and dev kick-off = Q1-2021
-	Next step : shortlist selection in October 2020

---
=> PERDU
Dear Remy
 
For the last 2 weeks our team has discussing the pros and cons of each of the top 5 candidates for our ASIC development efforts.  At this point we have narrowed our selection down to those we believe will be best for us to work with at this time.  Unfortunately,ICAlps is not one of the companies we will be going forward with for this project at this time.  
 
I’d like to thank you for your interest and effort in working with us thus far.  If something should change or another need comes up I will be sure to contact you again!
 
Thank you and best regards,
",Opportunity,2025-09-18 07:31:00,2025-09-18,27,Evaluation technique,Lost,Deal closed as lost,Icalps_hardware,12096415,300000.0,0.0,17491,19815.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
